Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Total_Students
5033,BEACON PRIMARY SCHOOL,BROADBENT STREET,BEACON,WA,6472,C/- POST OFFICE,BEACON,WA,6472,-30.45065535,117.8688978,08 9686 0700,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,1,5,3,4,5,2,3,,,,,,,25
5034,BEACONSFIELD PRIMARY SCHOOL,5 HALE STREET,BEACONSFIELD,WA,6162,5 HALE STREET,BEACONSFIELD,WA,6162,-32.068989,115.7593864,08 9432 1000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,59,90,79,90,85,61,53,,,,,,,570
5720,BEAUMARIS PRIMARY SCHOOL,20 BEAUMARIS BOULEVARD,OCEAN REEF,WA,6027,20 BEAUMARIS BOULEVARD,OCEAN REEF,WA,6027,-31.74873142,115.7355637,08 6206 3100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,43,51,66,72,79,74,63,,,,,,,508
5084,BECKENHAM PRIMARY SCHOOL,386 RAILWAY PARADE,BECKENHAM,WA,6107,386 RAILWAY PARADE,BECKENHAM,WA,6107,-32.02408598,115.9573041,08 9278 3700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,48,49,55,49,53,50,43,,,,,,,387
1349,BEECHBORO CHRISTIAN SCHOOL,375 MARSHALL ROAD,BEECHBORO,WA,6063,375 MARSHALL ROAD,BEECHBORO,WA,6063,-31.85664957,115.9340083,08 9377 5211,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,48,54,48,45,34,31,35,40,,,,,,,335
5696,BEECHBORO PRIMARY SCHOOL,20 KING ROAD,BEECHBORO,WA,6063,20 KING ROAD,BEECHBORO,WA,6063,-31.86780968,115.9357571,08 9392 5300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,30,25,39,38,34,41,33,,,,,,,266
5756,BEELIAR PRIMARY SCHOOL,86 THE GRANGE,BEELIAR,WA,6164,86 THE GRANGE,BEELIAR,WA,6164,-32.13297396,115.8207228,08 6174 1400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,74,69,87,56,53,50,52,53,,,,,,,494
5859,BEENYUP PRIMARY SCHOOL,66 SHEPPARTON BOULEVARD,BYFORD,WA,6122,66 SHEPPARTON BOULEVARD,BYFORD,WA,6122,-32.233554,115.992722,08 9526 6500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,54,47,43,47,45,36,21,32,,,,,,,325
6057,BELDON EDUCATION SUPPORT CENTRE,10 PACIFIC WAY,BELDON,WA,6027,10 PACIFIC WAY,BELDON,WA,6027,-31.7746556,115.7572522,08 6207 3280,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,PPR,Y06,,10,6,13,11,4,11,5,,,,,,,60
5674,BELDON PRIMARY SCHOOL,10 PACIFIC WAY,BELDON,WA,6027,10 PACIFIC WAY,BELDON,WA,6027,-31.7746556,115.7572522,08 6207 3240,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,38,38,28,50,39,42,23,,,,,,,303
5036,BELMAY PRIMARY SCHOOL,410 SYDENHAM STREET,CLOVERDALE,WA,6105,410 SYDENHAM STREET,CLOVERDALE,WA,6105,-31.9507814,115.9466374,08 6278 5400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,35,18,33,19,28,32,24,45,,,,,,,234
4005,BELMONT CITY COLLEGE,106 FISHER STREET,BELMONT,WA,6104,106 FISHER STREET,BELMONT,WA,6104,-31.95889136,115.9344344,08 9473 9800,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,166,161,165,178,159,139,968
5038,BELMONT PRIMARY SCHOOL,213 GREAT EASTERN HIGHWAY,BELMONT,WA,6104,213 GREAT EASTERN HIGHWAY,BELMONT,WA,6104,-31.94467587,115.9228256,08 6216 1800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,11,11,14,15,14,8,12,9,,,,,,,94
4153,BELRIDGE SECONDARY COLLEGE,17 GWENDOLINE DRIVE,BELDON,WA,6027,17 GWENDOLINE DRIVE,BELDON,WA,6027,-31.77038385,115.7631759,08 9408 8000,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,171,157,212,172,163,125,"1,000"
6091,BELRIDGE SECONDARY EDUCATION SUPPORT CENTRE,17 GWENDOLINE DRIVE,BELDON,WA,6027,17 GWENDOLINE DRIVE,BELDON,WA,6027,-31.77038385,115.7631759,08 9408 8050,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,19,19,22,25,15,14,114
5039,BENCUBBIN PRIMARY SCHOOL,CNR MURRAY/MONGER STREETS,BENCUBBIN,WA,6477,C/- POST OFFICE,BENCUBBIN,WA,6477,-30.8076984,117.8572615,08 9685 2500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,4,3,7,2,4,3,3,,,,,,,29
5041,BENTLEY PRIMARY SCHOOL,15 HEDLEY STREET,BENTLEY,WA,6102,15 HEDLEY STREET,BENTLEY,WA,6102,-32.01035815,115.9115642,08 6455 8000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,47,41,40,45,39,30,40,,,,,,,319
5799,BERTRAM PRIMARY SCHOOL,CHAMPION DRIVE,BERTRAM,WA,6167,CHAMPION DRIVE,BERTRAM,WA,6167,-32.24665386,115.843541,08 6174 1000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,72,85,98,87,105,76,99,89,,,,,,,711
1285,BETHEL CHRISTIAN SCHOOL,20 BETHEL WAY,ALBANY,WA,6330,20 BETHEL WAY,ALBANY,WA,6330,-35.00481744,117.881185,08 9842 2100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,42,23,31,26,26,26,26,28,28,27,24,34,19,29,389
4060,BEVERLEY DISTRICT HIGH SCHOOL,20 JOHN STREET,BEVERLEY,WA,6304,20 JOHN STREET,BEVERLEY,WA,6304,-32.10031422,116.9276944,08 9646 2500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,13,13,22,14,16,15,25,19,8,13,12,12,2,,184
5686,BIBRA LAKE PRIMARY SCHOOL,29 ANNOIS ROAD,BIBRA LAKE,WA,6163,29 ANNOIS ROAD,BIBRA LAKE,WA,6163,-32.09409186,115.8391505,08 6173 7100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,50,54,46,52,52,47,50,28,,,,,,,379
5044,BICTON PRIMARY SCHOOL,VIEW TERRACE,BICTON,WA,6157,VIEW TERRACE,BICTON,WA,6157,-32.03272881,115.786548,08 9205 5800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,78,61,67,81,84,66,51,64,,,,,,,552
5046,BINDOON PRIMARY SCHOOL,19 LEARNERS WAY,BINDOON,WA,6502,19 LEARNERS WAY,BINDOON,WA,6502,-31.38017209,116.0971002,08 9576 4500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,24,25,21,13,18,20,18,,,,,,,160
5047,BINNU PRIMARY SCHOOL,LAUDER STREET,BINNU,WA,6532,C/- POST OFFICE,BINNU,WA,6532,-28.04197194,114.6755891,08 9936 0300,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,,1,1,,1,2,3,,,,,,,9
1328,BIRLIRR NGAWIYIWU CATHOLIC SCHOOL,RINGER SOAK (KUNDAT DJARU COMM),VIA HALLS CREEK,WA,6770,RINGER SOAK (KUNDAT DJARU COMM),VIA HALLS CREEK,WA,6770,-18.794047,128.615847,08 9168 8720,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,5,3,3,5,1,7,1,5,,,,,,,30
5808,BLETCHLEY PARK PRIMARY SCHOOL,LOT 5003 BALFOUR STREET,SOUTHERN RIVER,WA,6110,LOT 5003 BALFOUR STREET,SOUTHERN RIVER,WA,6110,-32.10259536,115.9462328,08 9234 6400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,64,78,79,104,109,84,103,110,,,,,,,731
1580,BLUE GUM MONTESSORI SCHOOL,11 HOPE ROAD,BIBRA LAKE,WA,6163,11 HOPE ROAD,BIBRA LAKE,WA,6163,-32.08519543,115.838553,08 9417 4060,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,37,32,27,33,30,36,17,13,,,,,,,225
5049,BLUFF POINT PRIMARY SCHOOL,18 MITCHELL STREET,BLUFF POINT,WA,6530,PO BOX 7166,GERALDTON PO,WA,6531,-28.7403527,114.6215834,08 9923 6650,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,25,35,33,35,25,29,34,,,,,,,242
4213,BOB HAWKE COLLEGE,200 ROBERTS ROAD,SUBIACO,WA,6008,PO BOX 8150,SUBIACO,WA,6008,-31.944538,115.8323,08 9222 5600,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y11,,,,,,,,,311,333,328,327,282,,"1,581"
4061,BODDINGTON DISTRICT HIGH SCHOOL,25 POLLARD STREET,BODDINGTON,WA,6390,25 POLLARD STREET,BODDINGTON,WA,6390,-32.80157748,116.467088,08 9884 2900,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,37,20,38,23,40,30,21,34,22,16,19,15,,,315
1593,BOLD PARK COMMUNITY SCHOOL,61-63 POWIS STREET,WEMBLEY,WA,6014,61-63 POWIS STREET,WEMBLEY,WA,6014,-31.92384064,115.8231847,08 9387 5050,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,47,15,18,20,18,18,16,8,13,9,17,21,18,16,254
5052,BOLGART PRIMARY SCHOOL,28 SMITH STREET,BOLGART,WA,6568,28 SMITH STREET,BOLGART,WA,6568,-31.27358225,116.5108606,08 9627 5300,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,6,3,2,6,3,6,3,,,,,,,36
5053,BOORAGOON PRIMARY SCHOOL,10 CLEMENTS ROAD,BOORAGOON,WA,6154,10 CLEMENTS ROAD,BOORAGOON,WA,6154,-32.03553443,115.8264595,08 6274 1800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,40,49,61,59,54,70,57,,,,,,,439
5054,BORDEN PRIMARY SCHOOL,STONE STREET,BORDEN,WA,6338,STONE STREET,BORDEN,WA,6338,-34.07290497,118.2630312,08 9828 3300,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,4,2,3,1,6,2,,,,,,,23
5055,BOULDER PRIMARY SCHOOL,LANE STREET,BOULDER,WA,6432,LOCKED BAG 1,BOULDER,WA,6432,-30.78003681,121.4875325,08 9092 4100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,30,23,40,30,39,30,32,,,,,,,254
5058,BOYANUP PRIMARY SCHOOL,45 THOMAS STREET,BOYANUP,WA,6237,45 THOMAS STREET,BOYANUP,WA,6237,-33.48596223,115.7308445,08 9732 3700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,14,16,22,15,21,13,13,,,,,,,128
5718,BOYARE PRIMARY SCHOOL,9 THREADLEAF WAY,MIRRABOOKA,WA,6061,9 THREADLEAF WAY,MIRRABOOKA,WA,6061,-31.85724948,115.8734207,08 9338 2500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,28,22,22,20,28,31,30,22,,,,,,,203
4062,BOYUP BROOK DISTRICT HIGH SCHOOL,77 BARRON STREET,BOYUP BROOK,WA,6244,77 BARRON STREET,BOYUP BROOK,WA,6244,-33.83634699,116.3913376,08 9765 0000,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y09,7,11,20,18,14,20,12,19,18,13,18,,,,170
5863,BRABHAM PRIMARY SCHOOL,31 LAKEFIELD DRIVE,BRABHAM,WA,6055,31 LAKEFIELD DRIVE,BRABHAM,WA,6055,-31.821305,115.97205,08 9265 1840,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,159,171,171,157,113,105,89,96,,,,,,,"1,061"
5638,BRAESIDE PRIMARY SCHOOL,CARINYA GARDENS,KATANNING,WA,6317,CARINYA GARDENS,KATANNING,WA,6317,-33.679,117.56,08 9821 3500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,13,15,13,22,14,17,16,16,,,,,,,126
5624,BRAMFIELD PARK PRIMARY SCHOOL,YULE STREET,MADDINGTON,WA,6109,YULE STREET,MADDINGTON,WA,6109,-32.04680274,115.9950359,08 9217 8600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,36,54,52,42,35,36,48,,,,,,,330
5060,BREMER BAY PRIMARY SCHOOL,GARNETT ROAD,BREMER BAY,WA,6338,GARNETT ROAD,BREMER BAY,WA,6338,-34.393283,119.37476,08 9837 1200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,,9,3,,,3,2,,,,,,,23
5061,BRENTWOOD PRIMARY SCHOOL,2 DAWSON ROAD,BRENTWOOD,WA,6153,2 DAWSON ROAD,BRENTWOOD,WA,6153,-32.04149754,115.847177,08 6258 6950,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,34,40,31,42,44,52,51,,,,,,,335
4007,BRIDGETOWN HIGH SCHOOL,58 STEERE STREET,BRIDGETOWN,WA,6255,PO BOX 600,BRIDGETOWN,WA,6255,-33.95993882,116.1420907,08 9761 0100,SOUTH WEST,High Schools,SECONDARY SCHOOLS,Y07,Y10,,,,,,,,,33,49,44,35,,,161
5062,BRIDGETOWN PRIMARY SCHOOL,178 ROE STREET,BRIDGETOWN,WA,6255,178 ROE STREET,BRIDGETOWN,WA,6255,-33.95485467,116.1407977,08 9761 0150,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,20,30,23,27,31,40,32,,,,,,,221
5586,BROOKMAN PRIMARY SCHOOL,34 BROOKMAN AVENUE,LANGFORD,WA,6147,34 BROOKMAN AVENUE,LANGFORD,WA,6147,-32.03670459,115.9390727,08 9366 0950,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,43,39,49,34,45,33,41,,,,,,,322
4063,BROOKTON DISTRICT HIGH SCHOOL,20 TILLER STREET,BROOKTON,WA,6306,20 TILLER STREET,BROOKTON,WA,6306,-32.37207392,117.0086817,08 9642 5000,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,13,12,11,13,17,12,13,8,9,4,5,3,,,120
5839,BROOME NORTH PRIMARY SCHOOL,100 TANAMI DRIVE,BROOME,WA,6725,PO BOX 5996,BROOME,WA,6725,-17.9266374,122.2301416,08 9195 3000,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,44,51,51,53,46,47,,,,,,,374
5712,BROOME PRIMARY SCHOOL,WELD STREET,BROOME,WA,6725,PO BOX 1744,BROOME,WA,6725,-17.96120109,122.2379626,08 9194 7500,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,36,40,45,51,44,49,49,,,,,,,350
4064,BROOME SENIOR HIGH SCHOOL,FREDERICK STREET,BROOME,WA,6725,PO BOX 1316,BROOME,WA,6725,-17.95614273,122.2323264,08 9195 3100,KIMBERLEY,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,139,165,126,137,137,91,795
5065,BROOMEHILL PRIMARY SCHOOL,HASSELL STREET,BROOMEHILL,WA,6318,C/- POST OFFICE,BROOMEHILL,WA,6318,-33.84507375,117.6342811,08 9824 0500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,3,5,3,2,3,5,4,,,,,,,28
4065,BRUCE ROCK DISTRICT HIGH SCHOOL,37 DUNSTALL STREET,BRUCE ROCK,WA,6418,37 DUNSTALL STREET,BRUCE ROCK,WA,6418,-31.87363474,118.1476627,08 9082 1900,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,11,13,8,10,13,4,11,8,10,4,4,4,,,100
5067,BRUNSWICK JUNCTION PRIMARY SCHOOL,6 VINCENT STREET,BRUNSWICK JUNCTION,WA,6224,PO BOX 201,BRUNSWICK JUNCTION,WA,6224,-33.2517339,115.8341389,08 9788 9100,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,12,4,6,13,7,8,9,,,,,,,63
5574,BULL CREEK PRIMARY SCHOOL,32 HARDY STREET,BULL CREEK,WA,6149,32 HARDY STREET,BULL CREEK,WA,6149,-32.06013661,115.8610064,08 6216 4400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,29,45,37,43,58,51,64,57,,,,,,,384
4066,BULLSBROOK COLLEGE,CHITTERING ROAD,BULLSBROOK,WA,6084,CHITTERING ROAD,BULLSBROOK,WA,6084,-31.66171848,116.033179,08 9501 7600,NORTH METROPOLITAN,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,40,58,54,68,80,51,53,71,59,82,89,73,78,57,913
8039,BULLSBROOK COMMUNITY KINDERGARTEN,25 CAPORN STREET,EAST BULLSBROOK,WA,6084,PO BOX 525,BULLSBROOK,WA,6084,-31.66245045,116.0303767,08 9571 1392,NORTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,39,,,,,,,,,,,,,,39
1524,BUNBURY BAPTIST COLLEGE,133 NORTON PROMENADE,DALYELLUP,WA,6230,133 NORTON PROMENADE,DALYELLUP,WA,6230,-33.400403,115.627001,08 9790 0000,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,37,48,37,50,52,47,46,51,90,91,89,94,40,21,793
1222,BUNBURY CATHEDRAL GRAMMAR SCHOOL,5 ALLEN ROAD,GELORUP,WA,6230,5 ALLEN ROAD,GELORUP,WA,6230,-33.404668,115.63864,08 9722 6000,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,28,21,20,28,23,29,45,41,89,67,87,87,61,65,691
1029,BUNBURY CATHOLIC COLLEGE,LOT 4 RODSTED STREET,BUNBURY,WA,6230,LOT 4 RODSTED STREET,BUNBURY,WA,6230,-33.34342203,115.6614239,08 9721 0000,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,203,174,183,161,119,116,956
5070,BUNBURY PRIMARY SCHOOL,2-18 LOVEGROVE AVENUE,BUNBURY,WA,6230,PO BOX 1908,BUNBURY,WA,6231,-33.33305655,115.6381042,08 9796 3050,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,51,51,54,58,60,63,65,,,,,,,446
4008,BUNBURY SENIOR HIGH SCHOOL,10-44 HAIG CRESCENT,BUNBURY,WA,6230,10-44 HAIG CRESCENT,BUNBURY,WA,6230,-33.32746917,115.6326077,08 9797 8900,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,214,195,195,188,141,98,"1,031"
5508,BUNGAREE PRIMARY SCHOOL,9 CENTAURUS STREET,ROCKINGHAM,WA,6168,9 CENTAURUS STREET,ROCKINGHAM,WA,6168,-32.29110842,115.7378237,08 9553 8400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,35,19,36,40,27,38,27,,,,,,,242
6031,BURBRIDGE SCHOOL,46 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,46 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,-31.83872675,115.8619753,08 9345 6700,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,2,4,4,1,4,3,8,4,4,5,3,6,3,11,62
5868,BURNS BEACH PRIMARY SCHOOL,10 WATCOMBE AVENUE,BURNS BEACH,WA,6028,10 WATCOMBE AVENUE,BURNS BEACH,WA,6028,-31.727164,115.729576,08 9233 6850,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,64,52,59,50,37,43,41,24,,,,,,,370
5591,BURRENDAH PRIMARY SCHOOL,CASTLEREAGH CLOSE,WILLETTON,WA,6155,CASTLEREAGH CLOSE,WILLETTON,WA,6155,-32.05988334,115.8805782,08 9266 6200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,30,54,70,66,82,122,106,,,,,,,568
5715,BURRINGURRAH REMOTE COMMUNITY SCHOOL,BURRINGURRAH COMMUNITY,MOUNT JAMES,WA,6642,MOUNT JAMES LOCKED BAG,MEEKATHARRA,WA,6642,-24.651178,116.932686,08 9943 1650,MIDWEST,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,3,4,4,2,3,1,1,5,2,4,1,1,2,1,34
5076,BUSSELTON PRIMARY SCHOOL,AVOCET BOULEVARD,BUSSELTON,WA,6280,AVOCET BOULEVARD,BUSSELTON,WA,6280,-33.63955416,115.3763212,08 9751 6400,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,22,20,20,32,25,25,39,,,,,,,203
4009,BUSSELTON SENIOR HIGH SCHOOL,136-156 BUSSELL HIGHWAY,BUSSELTON,WA,6280,136-156 BUSSELL HIGHWAY,BUSSELTON,WA,6280,-33.6575772,115.3250971,08 9751 8900,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,84,109,120,112,103,90,618
4191,BUTLER COLLEGE,15 MCCORMACK BOULEVARD,BUTLER,WA,6036,PO BOX 317,QUINNS ROCKS,WA,6030,-31.65166367,115.7087008,08 9561 4200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,193,179,209,212,172,158,"1,123"
5783,BUTLER PRIMARY SCHOOL,30 TOLLESBURY AVENUE,BUTLER,WA,6036,PO BOX 339,QUINNS ROCKS,WA,6030,-31.6461099,115.7027364,08 9561 7700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,58,73,63,66,68,76,69,,,,,,,512
8313,BYFORD COMMUNITY KINDERGARTEN,49 PARK ROAD,BYFORD,WA,6122,49 PARK ROAD,BYFORD,WA,6122,-32.21674443,116.0124505,08 9525 1125,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,19,,,,,,,,,,,,,,19
1435,BYFORD JOHN CALVIN SCHOOL,30 SOLDIERS ROAD,BYFORD,WA,6122,30 SOLDIERS ROAD,BYFORD,WA,6122,-32.22411516,116.0057146,08 9525 0261,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,31,29,34,25,31,24,24,36,,,,,,,234
5078,BYFORD PRIMARY SCHOOL,36 CLIFTON STREET,BYFORD,WA,6122,36 CLIFTON STREET,BYFORD,WA,6122,-32.21943768,116.0121953,08 9526 6300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,43,62,47,60,50,48,43,,,,,,,392
4193,BYFORD SECONDARY COLLEGE,57 ABERNETHY ROAD,BYFORD,WA,6122,57 ABERNETHY ROAD,BYFORD,WA,6122,-32.22343162,116.0018793,08 9526 7700,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,267,273,262,238,226,186,"1,452"
5705,CABLE BEACH PRIMARY SCHOOL,DAKAS STREET,BROOME,WA,6725,PO BOX 1453,BROOME,WA,6725,-17.95879062,122.2164767,08 9194 7300,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,32,40,35,46,30,38,35,,,,,,,287
5079,CADOUX PRIMARY SCHOOL,3821 CADOUX-KOORDA ROAD,CADOUX,WA,6466,PO BOX 29,CADOUX,WA,6466,-30.77070399,117.1366031,08 9673 0670,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,2,4,1,1,3,4,1,,,,,,,16
5800,CALADENIA PRIMARY SCHOOL,89 BOARDMAN ROAD,CANNING VALE,WA,6155,89 BOARDMAN ROAD,CANNING VALE,WA,6155,-32.07496451,115.932729,08 6258 9350,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,83,112,117,127,129,113,149,134,,,,,,,964
5080,CALINGIRI PRIMARY SCHOOL,18 CAVELL STREET,CALINGIRI,WA,6569,18 CAVELL STREET,CALINGIRI,WA,6569,-31.090094,116.449243,08 9628 8500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,4,2,3,3,6,1,3,,,,,,,22
5081,CALISTA PRIMARY SCHOOL,22 HARLOW ROAD,CALISTA,WA,6167,PO BOX 457,KWINANA,WA,6966,-32.24514843,115.8106046,08 9414 2350,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,50,54,58,73,48,49,63,,,,,,,434
5533,CAMBOON PRIMARY SCHOOL,FORDER ROAD,NORANDA,WA,6062,FORDER ROAD,NORANDA,WA,6062,-31.87744461,115.8910542,08 9218 1400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,34,37,40,37,47,42,40,,,,,,,317
5777,CAMPBELL PRIMARY SCHOOL,CAMPBELL ROAD,CANNING VALE,WA,6155,CAMPBELL ROAD,CANNING VALE,WA,6155,-32.08812075,115.9307582,08 9456 8300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,46,50,82,64,64,59,82,67,,,,,,,514
4500,CANNING COLLEGE,MARQUIS STREET,BENTLEY,WA,6102,PO BOX 1148,BENTLEY DC,WA,6983,-32.00942925,115.8971202,08 9278 3500,SOUTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y10,Y12,,,,,,,,,,,,13,43,105,184
4174,CANNING VALE COLLEGE,26 DUMBARTON ROAD,CANNING VALE,WA,6155,26 DUMBARTON ROAD,CANNING VALE,WA,6155,-32.08291838,115.9227838,08 9334 9000,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,241,230,238,223,229,186,"1,347"
6089,CANNING VALE EDUCATION SUPPORT CENTRE,THE RAMBLE,CANNING VALE,WA,6155,THE RAMBLE,CANNING VALE,WA,6155,-32.0760558,115.9128115,08 9427 6030,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,8,4,9,4,8,5,3,5,,,,,,,46
5735,CANNING VALE PRIMARY SCHOOL,THE RAMBLE,CANNING VALE,WA,6155,THE RAMBLE,CANNING VALE,WA,6155,-32.0760558,115.9128115,08 9427 6000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,59,41,57,56,58,57,61,,,,,,,442
